unified_distr_VA	inference	1	float32	131072	1717987	3	16	84	0
unified_distr_VA	inference	4	float32	262144	6871948	3	16	98	0
unified_distr_VA	inference	16	float32	524288	27487791	3	16	108	1
unified_distr_VA	training	1	float32	131072	1717987	3	16	265	2
unified_distr_VA	inference	64	float32	1048576	109951163	3	16	117	1
unified_distr_VA	inference	1	float32	131072	17179869	3	16	228	0
unified_distr_VA	inference	4	float32	262144	68719477	3	16	250	0
unified_distr_VA	inference	16	float32	524288	274877907	3	16	254	1
unified_distr_VA	training	4	float32	262144	6871948	3	16	339	2
unified_distr_VA	inference	64	float32	1048576	1099511628	3	16	257	1
unified_distr_GAT	inference	1	float32	131072	1717987	3	16	90	0
unified_distr_GAT	inference	4	float32	262144	6871948	3	16	109	1
unified_distr_GAT	inference	16	float32	524288	27487791	3	16	116	0
unified_distr_VA	training	16	float32	524288	27487791	3	16	372	4
unified_distr_GAT	inference	1	float32	131072	17179869	3	16	444	0
unified_distr_VA	training	1	float32	131072	17179869	3	16	657	0
unified_distr_VA	training	4	float32	262144	68719477	3	16	740	1
unified_distr_GAT	inference	4	float32	262144	68719477	3	16	462	2
unified_distr_VA	training	64	float32	1048576	109951163	3	16	398	3
unified_distr_VA	training	16	float32	524288	274877907	3	16	751	4
unified_distr_VA	inference	1	float32	131072	171798692	3	16	976	0
unified_distr_VA	training	64	float32	1048576	1099511628	3	16	761	5
unified_distr_VA	inference	256	float32	2097152	4398046511	3	16	269	4
unified_distr_VA	inference	256	float32	2097152	439804651	3	16	132	15
unified_distr_VA	inference	4	float32	262144	687194767	3	16	951	1
unified_distr_AGNN	inference	4	float32	262144	6871948	3	16	99	0
unified_distr_AGNN	inference	1	float32	131072	1717987	3	16	84	0
unified_distr_VA	inference	1	float32	131072	1717987	3	128	905	0
unified_distr_AGNN	inference	16	float32	524288	27487791	3	16	109	0
unified_distr_VA	inference	16	float32	524288	2748779069	3	16	907	0
unified_distr_AGNN	inference	1	float32	131072	17179869	3	16	226	0
unified_distr_AGNN	inference	4	float32	262144	68719477	3	16	238	0
unified_distr_AGNN	inference	16	float32	524288	274877907	3	16	242	1
unified_distr_GAT	inference	16	float32	524288	274877907	3	16	461	0
unified_distr_GAT	inference	64	float32	1048576	109951163	3	16	133	2
unified_distr_AGNN	inference	64	float32	1048576	109951163	3	16	115	1
unified_distr_GAT	training	1	float32	131072	1717987	3	16	301	0
unified_distr_GAT	training	4	float32	262144	6871948	3	16	372	1
unified_distr_GAT	training	16	float32	524288	27487791	3	16	394	3
unified_distr_VA	inference	4	float32	262144	6871948	3	128	1106	0
unified_distr_GAT	inference	1	float32	131072	1717987	3	128	789	1
unified_distr_VA	inference	16	float32	524288	27487791	3	128	1243	4
unified_distr_VA	inference	1	float32	131072	17179869	3	128	1439	1
unified_distr_GAT	inference	64	float32	1048576	1099511628	3	16	465	5
unified_distr_AGNN	inference	64	float32	1048576	1099511628	3	16	243	2
unified_distr_VA	inference	4	float32	262144	68719477	3	128	1630	3
unified_distr_GAT	inference	1	float32	131072	17179869	3	128	1510	1
unified_distr_GAT	training	1	float32	131072	17179869	3	16	1293	2
unified_distr_AGNN	training	1	float32	131072	1717987	3	16	298	2
unified_distr_VA	inference	16	float32	524288	274877907	3	128	1741	46
unified_distr_AGNN	training	4	float32	262144	6871948	3	16	362	2
unified_distr_GAT	training	4	float32	262144	68719477	3	16	1354	3
unified_distr_VA	training	1	float32	131072	1717987	3	128	2405	0
unified_distr_GAT	inference	1	float32	131072	171798692	3	16	2326	0
unified_distr_GAT	inference	4	float32	262144	687194767	3	16	2233	0
unified_distr_AGNN	training	16	float32	524288	27487791	3	16	406	1
unified_distr_VA	inference	64	float32	1048576	10995116278	3	16	866	0
unified_distr_AGNN	training	1	float32	131072	17179869	3	16	726	1
unified_distr_AGNN	inference	1	float32	131072	171798692	3	16	1001	0
unified_distr_VA	inference	256	float32	2097152	43980465111	3	16	828	7
unified_distr_AGNN	inference	4	float32	262144	687194767	3	16	967	0
unified_distr_AGNN	training	4	float32	262144	68719477	3	16	818	0
unified_distr_AGNN	training	16	float32	524288	274877907	3	16	847	2
unified_distr_GAT	training	16	float32	524288	274877907	3	16	1327	4
unified_distr_AGNN	inference	16	float32	524288	2748779069	3	16	916	0
unified_distr_GAT	inference	16	float32	524288	2748779069	3	16	2117	0
unified_distr_GAT	training	1	float32	131072	1717987	3	128	2235	1
unified_distr_GAT	training	64	float32	1048576	109951163	3	16	427	2
unified_distr_VA	inference	1	float32	131072	171798692	3	128	3603	1
unified_distr_VA	training	4	float32	262144	6871948	3	128	2845	1
unified_distr_GAT	inference	4	float32	262144	6871948	3	128	1114	0
unified_distr_AGNN	training	64	float32	1048576	109951163	3	16	441	5
unified_distr_VA	training	16	float32	524288	27487791	3	128	3386	48
unified_distr_VA	training	1	float32	131072	171798692	3	16	2763	1
unified_distr_VA	inference	4	float32	262144	687194767	3	128	3743	12
unified_distr_GAT	inference	4	float32	262144	68719477	3	128	1833	2
unified_distr_VA	inference	64	float32	1048576	109951163	3	128	1274	1
unified_distr_VA	training	1	float32	131072	17179869	3	128	4251	2
unified_distr_VA	inference	16	float32	524288	2748779069	3	128	3693	23
unified_distr_VA	training	4	float32	262144	687194767	3	16	2731	0
unified_distr_GAT	training	1	float32	131072	17179869	3	128	4621	3
unified_distr_AGNN	inference	64	float32	1048576	10995116278	3	16	873	0
unified_distr_VA	training	4	float32	262144	68719477	3	128	4684	5
unified_distr_GAT	inference	64	float32	1048576	10995116278	3	16	2013	1
unified_distr_VA	training	16	float32	524288	274877907	3	128	4943	88
unified_distr_GAT	training	64	float32	1048576	1099511628	3	16	1342	4
unified_distr_AGNN	training	64	float32	1048576	1099511628	3	16	864	4
unified_distr_VA	inference	64	float32	1048576	1099511628	3	128	1910	7
unified_distr_GAT	inference	256	float32	2097152	439804651	3	16	143	7
unified_distr_AGNN	inference	256	float32	2097152	439804651	3	16	128	4
unified_distr_GAT	inference	256	float32	2097152	4398046511	3	16	459	6
unified_distr_VA	training	16	float32	524288	2748779069	3	16	2601	2
unified_distr_AGNN	inference	256	float32	2097152	4398046511	3	16	260	25
unified_distr_GAT	inference	1	float32	131072	171798692	3	128	4713	4
unified_distr_GAT	training	4	float32	262144	6871948	3	128	2741	6
unified_distr_GAT	training	1	float32	131072	171798692	3	16	8002	1
unified_distr_GAT	training	4	float32	262144	687194767	3	16	7666	3
unified_distr_VA	training	64	float32	1048576	109951163	3	128	3251	13
unified_distr_GAT	training	4	float32	262144	68719477	3	128	5104	4
unified_distr_AGNN	training	1	float32	131072	171798692	3	16	3311	2
unified_distr_VA	training	64	float32	1048576	1099511628	3	128	5239	47
unified_distr_AGNN	training	4	float32	262144	687194767	3	16	3265	2
unified_distr_AGNN	training	16	float32	524288	2748779069	3	16	3114	0
unified_distr_GAT	training	16	float32	524288	2748779069	3	16	7199	3
unified_distr_VA	training	64	float32	1048576	10995116278	3	16	2504	12
unified_distr_VA	training	256	float32	2097152	439804651	3	16	469	15
unified_distr_VA	training	256	float32	2097152	4398046511	3	16	795	4
unified_distr_GAT	inference	256	float32	2097152	43980465111	3	16	1882	13
unified_distr_GAT	inference	4	float32	262144	687194767	3	128	4802	1
unified_distr_VA	training	1	float32	131072	171798692	3	128	11815	1
unified_distr_VA	training	4	float32	262144	687194767	3	128	12156	71
unified_distr_VA	training	16	float32	524288	2748779069	3	128	11835	71
unified_distr_AGNN	training	64	float32	1048576	10995116278	3	16	2979	3
unified_distr_GAT	training	64	float32	1048576	10995116278	3	16	6761	3
unified_distr_GAT	inference	16	float32	524288	27487791	3	128	1207	4
unified_distr_VA	inference	64	float32	1048576	10995116278	3	128	3622	14
unified_distr_GAT	inference	64	float32	1048576	109951163	3	128	1257	2
unified_distr_GAT	inference	16	float32	524288	274877907	3	128	1862	1
unified_distr_GAT	inference	64	float32	1048576	1099511628	3	128	2048	37
unified_distr_GAT	training	1	float32	131072	171798692	3	128	19034	3
unified_distr_GAT	training	256	float32	2097152	439804651	3	16	450	11
unified_distr_AGNN	training	256	float32	2097152	439804651	3	16	549	11
unified_distr_AGNN	inference	1	float32	131072	1717987	3	128	1011	1
unified_distr_GAT	training	256	float32	2097152	4398046511	3	16	1290	11
unified_distr_AGNN	inference	4	float32	262144	6871948	3	128	1212	0
unified_distr_GAT	training	16	float32	524288	27487791	3	128	2901	6
unified_distr_AGNN	training	256	float32	2097152	4398046511	3	16	991	28
unified_distr_AGNN	inference	1	float32	131072	17179869	3	128	1904	1
unified_distr_AGNN	inference	4	float32	262144	68719477	3	128	2089	2
unified_distr_GAT	training	64	float32	1048576	109951163	3	128	3017	27
unified_distr_GAT	inference	16	float32	524288	2748779069	3	128	4615	2
unified_distr_GAT	training	16	float32	524288	274877907	3	128	5113	4
unified_distr_VA	training	256	float32	2097152	43980465111	3	16	2375	13
unified_distr_GAT	training	64	float32	1048576	1099511628	3	128	5339	54
unified_distr_GAT	training	4	float32	262144	687194767	3	128	18525	8
unified_distr_VA	inference	256	float32	2097152	439804651	3	128	1470	40
unified_distr_AGNN	training	1	float32	131072	1717987	3	128	2671	1
unified_distr_VA	inference	256	float32	2097152	4398046511	3	128	1872	2
unified_distr_AGNN	training	4	float32	262144	6871948	3	128	3122	19
unified_distr_AGNN	inference	16	float32	524288	27487791	3	128	1310	3
unified_distr_AGNN	inference	64	float32	1048576	109951163	3	128	1376	2
unified_distr_AGNN	inference	16	float32	524288	274877907	3	128	2105	0
unified_distr_AGNN	inference	1	float32	131072	171798692	3	128	7556	4
unified_distr_AGNN	training	1	float32	131072	17179869	3	128	5194	2
unified_distr_AGNN	inference	64	float32	1048576	1099511628	3	128	2231	65
unified_distr_AGNN	training	4	float32	262144	68719477	3	128	5585	5
unified_distr_GAT	inference	64	float32	1048576	10995116278	3	128	4535	4
unified_distr_VA	training	64	float32	1048576	10995116278	3	128	11554	64
unified_distr_AGNN	inference	256	float32	2097152	43980465111	3	16	817	2
unified_distr_AGNN	training	16	float32	524288	27487791	3	128	3369	2
unified_distr_AGNN	inference	4	float32	262144	687194767	3	128	7322	4
unified_distr_AGNN	training	16	float32	524288	274877907	3	128	5705	7
unified_distr_AGNN	inference	16	float32	524288	2748779069	3	128	6960	10
unified_distr_AGNN	training	64	float32	1048576	109951163	3	128	3530	5
unified_distr_GAT	training	16	float32	524288	2748779069	3	128	17487	7
unified_distr_AGNN	training	64	float32	1048576	1099511628	3	128	5994	46
unified_distr_GAT	training	256	float32	2097152	43980465111	3	16	6165	17
unified_distr_AGNN	training	1	float32	131072	171798692	3	128	18651	1
unified_distr_AGNN	inference	64	float32	1048576	10995116278	3	128	6553	1
unified_distr_GAT	training	64	float32	1048576	10995116278	3	128	16726	8
unified_distr_AGNN	training	4	float32	262144	687194767	3	128	18181	14
unified_distr_AGNN	training	16	float32	524288	2748779069	3	128	17390	7
unified_distr_GAT	inference	256	float32	2097152	439804651	3	128	1483	28
unified_distr_VA	inference	256	float32	2097152	43980465111	3	128	3462	9426
unified_distr_AGNN	training	64	float32	1048576	10995116278	3	128	16770	60
unified_distr_VA	training	256	float32	2097152	439804651	3	128	3709	11
unified_distr_GAT	inference	256	float32	2097152	4398046511	3	128	1981	0
unified_distr_AGNN	inference	256	float32	2097152	439804651	3	128	1533	16
unified_distr_VA	training	256	float32	2097152	4398046511	3	128	5055	2
unified_distr_AGNN	inference	256	float32	2097152	4398046511	3	128	2398	3
unified_distr_GAT	training	256	float32	2097152	439804651	3	128	3378	45
unified_distr_GAT	inference	256	float32	2097152	43980465111	3	128	4434	21
unified_distr_AGNN	training	256	float32	2097152	439804651	3	128	4023	97
unified_distr_GAT	training	256	float32	2097152	4398046511	3	128	5202	2
unified_distr_AGNN	training	256	float32	2097152	43980465111	3	16	2817	12
unified_distr_AGNN	training	256	float32	2097152	4398046511	3	128	6190	32
unified_distr_AGNN	inference	256	float32	2097152	43980465111	3	128	6230	33
unified_distr_VA	training	256	float32	2097152	43980465111	3	128	10807	48
unified_distr_GAT	training	256	float32	2097152	43980465111	3	128	15616	40
unified_distr_AGNN	training	256	float32	2097152	43980465111	3	128	15939	88
